NA_Sales_Log,JP_Sales_Log,EU_Sales_Log,Other_Sales_Log,Critic_Count,User_Count,Microsoft,Nintendo,Other,PC,PlayStation,Action,Casual,RPG,Simulation,Sports,Strategy,Global_Sales
1.1939224684724346,0.1823215567939546,1.2412685890696329,0.2468600779315258,13,25.0,0,0,0,0,1,1,0,0,0,0,0,5.24
1.6601310267496185,0.009950330853168092,0.23111172096338664,0.5364933705145685,29,140.0,0,0,0,0,1,0,0,0,0,1,0,5.23
0.5007752879124892,1.528227857008557,0.5596157879354227,0.1823215567939546,63,249.0,0,0,0,0,1,0,0,1,0,0,0,5.21
1.3686394258811698,0.6043159668533296,0.8109302162163288,0.1823215567939546,21,25.0,0,1,0,0,0,1,0,0,0,0,0,5.2
0.7929925155296614,0.7080357930536961,1.2325602611778486,0.41871033485818504,72,149.0,0,1,0,0,0,0,1,0,0,0,0,5.19
1.2499017362143359,0.9439058989071285,0.6830968447064438,0.13976194237515863,21,25.0,0,1,0,0,0,1,0,0,0,0,0,5.19
0.7371640659767196,0.02955880224154443,1.4973884086254776,0.4574248470388755,48,404.0,1,0,0,0,0,1,0,0,0,0,0,5.17
1.2383742310432684,0.0,1.1537315878891892,0.43178241642553783,86,9643.0,0,0,0,1,0,0,0,1,0,0,0,5.17
1.1314021114911006,1.1631508098056809,0.5538851132264376,0.10436001532424286,21,25.0,0,1,0,0,0,1,0,0,0,0,0,5.15
1.091923300517313,0.12221763272424911,1.172482137234565,0.5877866649021191,30,100.0,0,0,0,0,1,1,0,0,0,0,0,5.13
1.3110318766193438,0.9932517730102834,0.47623417899637155,0.10436001532424286,21,25.0,0,1,0,0,0,1,0,0,0,0,0,5.13
1.4398351280479207,0.0,0.9895411936137477,0.1823215567939546,21,25.0,0,0,0,1,0,0,0,0,1,0,0,5.12
1.57069708411767,0.0,0.4885800148186709,0.5187937934151676,69,113.0,0,0,0,0,1,0,1,0,0,0,0,5.12
1.5238800240724537,0.04879016416943205,0.7323678937132266,0.3220834991691132,88,608.0,1,0,0,0,0,0,0,1,0,0,0,5.1
0.9669838461896731,0.36464311358790924,1.2383742310432684,0.45107561936021656,21,25.0,0,1,0,0,0,0,0,0,0,1,0,5.09
